counter,start,storeDLT,storeKfrags,finish
0,1650465191355,1650465203864,1650465205462,1650465206133
1,1650465206396,1650465217075,1650465226843,1650465227160
2,1650465227494,1650465230497,1650465241620,1650465241930
3,1650465243371,1650465251061,1650465261163,1650465261474
4,1650465264204,1650465276447,1650465281779,1650465282076
5,1650465282216,1650465288904,1650465295389,1650465295773
6,1650465296518,1650465302691,1650465304149,1650465304460
7,1650465305146,1650465318128,1650465318648,1650465318998
8,1650465320679,1650465335691,1650465337601,1650465337999
9,1650465338074,1650465347185,1650465348639,1650465348966
