counter,start,storeDLT,storeKfrags,finish
0,1650466355756,1650466372105,1650466375884,1650466376264
1,1650466377029,1650466395920,1650466413570,1650466414000
2,1650466418872,1650466437756,1650466443451,1650466443796
3,1650466444395,1650466449532,1650466451562,1650466452763
4,1650466453084,1650466458922,1650466460788,1650466461090
5,1650466462435,1650466502571,1650466504534,1650466504844
6,1650466505132,1650466511662,1650466512282,1650466512594
7,1650466513477,1650466521024,1650466521510,1650466544752
8,1650466544929,1650466561118,1650466567308,1650466567615
9,1650466568662,1650466580856,1650466594977,1650466595288
