counter,start,storeDLT,storeKfrags,finish
0,1650466354147,1650466371876,1650466372886,1650466373187
1,1650466373413,1650466393390,1650466407359,1650466407755
2,1650466407773,1650466414619,1650466415315,1650466426503
3,1650466428398,1650466455545,1650466460622,1650466460939
4,1650466461291,1650466495925,1650466514568,1650466514878
5,1650466515391,1650466523607,1650466529745,1650466533582
6,1650466533820,1650466542386,1650466545087,1650466548412
7,1650466549442,1650466561230,1650466572801,1650466573113
8,1650466573450,1650466597652,1650466620787,1650466641817
9,1650466641823,1650466660439,1650466682886,1650466683227
