counter,start,storeDLT,storeKfrags,finish
0,1650466353298,1650466371762,1650466375058,1650466375382
1,1650466375990,1650466400590,1650466410574,1650466423599
2,1650466424071,1650466429865,1650466444036,1650466445111
3,1650466446027,1650466449608,1650466450979,1650466453662
4,1650466455236,1650466460836,1650466462891,1650466465796
5,1650466468602,1650466478210,1650466510601,1650466511329
6,1650466511565,1650466536464,1650466540549,1650466542925
7,1650466543854,1650466550069,1650466553385,1650466553756
8,1650466554644,1650466569540,1650466579812,1650466580120
9,1650466580926,1650466604840,1650466617393,1650466640706
