counter,start,storeDLT,storeKfrags,finish
0,1650472133189,1650472142440,1650472148590,1650472152125
1,1650472154424,1650472169333,1650472171943,1650472181344
2,1650472181425,1650472187927,1650472188260,1650472208591
3,1650472208708,1650472233569,1650472235666,1650472239667
4,1650472240380,1650472262210,1650472263901,1650472283573
5,1650472283856,1650472312404,1650472312792,1650472321816
6,1650472322550,1650472330955,1650472334784,1650472361778
7,1650472366658,1650472386105,1650472387129,1650472428559
8,1650472429251,1650472508134,1650472516634,1650472528565
9,1650472528983,1650472544638,1650472558850,1650472562844
