counter,start,storeDLT,storeKfrags,finish
0,1650472136067,1650472148519,1650472149125,1650472159841
1,1650472160331,1650472179764,1650472196406,1650472202519
2,1650472203184,1650472209272,1650472225821,1650472231393
3,1650472232097,1650472237526,1650472255291,1650472259836
4,1650472260175,1650472284872,1650472288604,1650472320358
5,1650472321189,1650472334785,1650472360530,1650472409894
6,1650472410963,1650472453040,1650472488348,1650472525066
7,1650472525207,1650472532363,1650472549144,1650472567569
8,1650472569676,1650472575822,1650472576341,1650472581804
9,1650472583425,1650472590876,1650472591270,1650472592995
