counter,start,storeDLT,storeKfrags,finish
0,1650475671339,1650475681171,1650475691449,1650475696614
1,1650475698701,1650475719393,1650475724733,1650475738429
2,1650475738454,1650475752435,1650475760871,1650475781075
3,1650475781270,1650475787678,1650475788338,1650475796200
4,1650475797160,1650475818557,1650475822933,1650475828824
5,1650475831081,1650475836409,1650475893012,1650475897470
6,1650475898460,1650475950683,1650475953439,1650475964042
7,1650475967015,1650475978245,1650476025707,1650476042775
8,1650476044907,1650476048851,1650476084304,1650476123529
9,1650476124785,1650476140746,1650476164447,1650476200588
