counter,start,storeDLT,storeKfrags,finish
0,1650475671254,1650475688126,1650475693355,1650475707981
1,1650475708783,1650475724643,1650475728153,1650475742975
2,1650475743250,1650475774060,1650475775941,1650475802383
3,1650475803378,1650475813900,1650475846926,1650475856449
4,1650475857075,1650475907768,1650475908135,1650475911297
5,1650475912384,1650475929738,1650475991759,1650476006722
6,1650476006904,1650476014506,1650476039234,1650476069385
7,1650476071080,1650476091966,1650476115274,1650476140613
8,1650476140999,1650476182747,1650476190244,1650476211573
9,1650476213222,1650476220216,1650476225266,1650476236458
