counter,start,storeDLT,storeKfrags,finish
0,1650475674067,1650475691452,1650475692072,1650475695157
1,1650475697949,1650475730982,1650475738304,1650475749796
2,1650475750017,1650475773187,1650475777500,1650475804842
3,1650475805610,1650475813919,1650475816101,1650475821735
4,1650475822052,1650475868791,1650475869237,1650475874717
5,1650475875149,1650475922024,1650475975972,1650475981270
6,1650475981688,1650476009709,1650476029505,1650476054745
7,1650476055070,1650476085232,1650476102303,1650476118990
8,1650476119559,1650476147447,1650476172253,1650476189488
9,1650476191045,1650476248043,1650476249249,1650476254963
