counter,start,storeDLT,storeKfrags,finish
0,1650475671983,1650475688572,1650475693580,1650475707663
1,1650475708269,1650475719584,1650475724890,1650475732905
2,1650475735390,1650475771711,1650475772455,1650475774941
3,1650475775102,1650475817220,1650475852717,1650475856961
4,1650475857193,1650475868961,1650475914508,1650475921473
5,1650475922458,1650475988468,1650476003689,1650476029044
6,1650476029121,1650476076711,1650476092469,1650476121451
7,1650476122562,1650476140594,1650476153051,1650476185007
8,1650476186453,1650476200717,1650476212633,1650476224676
9,1650476226018,1650476244243,1650476260218,1650476263999
