counter,start,storeDLT,storeKfrags,finish
0,1650464263743,1650464272660,1650464273258,1650464273564
1,1650464273902,1650464277124,1650464279851,1650464282642
2,1650464284327,1650464288802,1650464289147,1650464291860
3,1650464292722,1650464295518,1650464299052,1650464299372
4,1650464299439,1650464303177,1650464303616,1650464303944
5,1650464306872,1650464310694,1650464311236,1650464312942
6,1650464313852,1650464317920,1650464318394,1650464320343
7,1650464320777,1650464324711,1650464327615,1650464328010
8,1650464328603,1650464332232,1650464332585,1650464332960
9,1650464333526,1650464336053,1650464337858,1650464338318
