counter,start,storeDLT,storeKfrags,finish
0,1650464263699,1650464270941,1650464272390,1650464272697
1,1650464273729,1650464280242,1650464282076,1650464282379
2,1650464283232,1650464287577,1650464288026,1650464288361
3,1650464288870,1650464295650,1650464296041,1650464298589
4,1650464299719,1650464303061,1650464303401,1650464305008
5,1650464307391,1650464310732,1650464312942,1650464313272
6,1650464313543,1650464317717,1650464322636,1650464323001
7,1650464323823,1650464327764,1650464328127,1650464330250
8,1650464331884,1650464337683,1650464338308,1650464340693
9,1650464342763,1650464346133,1650464346787,1650464347099
