counter,start,storeDLT,storeKfrags,finish
0,1650464464521,1650464469966,1650464470445,1650464471969
1,1650464473152,1650464477393,1650464477774,1650464480139
2,1650464481059,1650464487589,1650464488016,1650464492709
3,1650464494094,1650464501368,1650464503758,1650464504060
4,1650464504295,1650464509401,1650464512337,1650464512723
5,1650464513437,1650464518814,1650464519276,1650464519592
6,1650464520945,1650464531302,1650464539359,1650464544565
7,1650464544958,1650464552168,1650464553520,1650464562727
8,1650464563153,1650464569718,1650464570112,1650464570442
9,1650464571126,1650464576918,1650464578687,1650464579013
