counter,start,storeDLT,storeKfrags,finish
0,1650464464469,1650464468186,1650464475064,1650464477443
1,1650464477480,1650464481980,1650464485501,1650464488579
2,1650464489247,1650464495306,1650464495667,1650464495995
3,1650464497526,1650464505202,1650464506011,1650464506326
4,1650464507689,1650464514417,1650464514864,1650464518659
5,1650464519464,1650464528278,1650464534524,1650464534823
6,1650464536034,1650464548281,1650464550311,1650464557338
7,1650464557683,1650464567582,1650464567942,1650464568250
8,1650464569813,1650464577464,1650464577874,1650464578174
9,1650464578837,1650464584099,1650464584546,1650464584850
