counter,start,storeDLT,storeKfrags,finish
0,1650464671337,1650464681042,1650464684615,1650464684946
1,1650464685057,1650464689617,1650464691414,1650464691779
2,1650464691897,1650464698994,1650464700404,1650464700720
3,1650464703170,1650464707252,1650464710321,1650464713157
4,1650464713910,1650464719089,1650464722644,1650464722944
5,1650464723898,1650464729037,1650464730096,1650464730430
6,1650464733183,1650464741925,1650464747553,1650464749525
7,1650464749621,1650464754597,1650464758032,1650464758334
8,1650464758391,1650464768700,1650464771884,1650464772246
9,1650464772353,1650464776779,1650464777143,1650464777518
