counter,start,storeDLT,storeKfrags,finish
0,1650464671594,1650464679441,1650464680025,1650464680369
1,1650464681001,1650464687726,1650464690817,1650464693262
2,1650464693290,1650464696462,1650464697769,1650464701548
3,1650464701728,1650464712700,1650464717496,1650464717799
4,1650464718124,1650464722565,1650464728850,1650464729326
5,1650464729876,1650464737327,1650464740031,1650464746415
6,1650464746775,1650464749376,1650464751791,1650464752090
7,1650464752141,1650464758078,1650464758986,1650464759297
8,1650464760768,1650464768628,1650464771843,1650464772133
9,1650464772621,1650464784321,1650464789904,1650464790213
