counter,start,storeDLT,storeKfrags,finish
0,1650464672410,1650464684561,1650464684933,1650464685299
1,1650464688124,1650464692056,1650464692482,1650464697412
2,1650464698046,1650464705412,1650464712413,1650464712737
3,1650464716448,1650464728582,1650464731976,1650464734334
4,1650464734399,1650464742082,1650464747646,1650464747989
5,1650464748401,1650464756333,1650464756868,1650464757180
6,1650464757220,1650464763763,1650464765732,1650464766040
7,1650464766755,1650464774805,1650464777520,1650464777822
8,1650464778075,1650464784620,1650464784994,1650464789222
9,1650464790064,1650464795152,1650464795564,1650464795861
