counter,start,storeDLT,storeKfrags,finish
0,1650464672739,1650464681153,1650464684754,1650464685055
1,1650464685057,1650464690842,1650464691863,1650464692162
2,1650464692166,1650464697614,1650464698598,1650464698888
3,1650464699330,1650464711700,1650464717416,1650464720146
4,1650464721583,1650464727220,1650464732007,1650464734859
5,1650464736555,1650464747439,1650464749100,1650464749441
6,1650464749476,1650464757935,1650464758757,1650464759071
7,1650464759332,1650464763362,1650464764795,1650464765098
8,1650464768762,1650464777478,1650464779164,1650464779481
9,1650464779578,1650464789803,1650464790605,1650464790903
